,road_link_id,time_period,volume,travel_time
t1823,1,t1823,788.3757142857239,100.11810658488781
t1824,1,t1824,788.3757142857239,100.11810658488781
t1825,1,t1825,788.3757142857239,100.11810658488781
t1826,1,t1826,788.3757142857239,100.11810658488781
t1827,1,t1827,788.3757142857239,100.11810658488781
t1828,1,t1828,788.3757142857239,100.11810658488781
t1829,1,t1829,788.3757142857239,100.11810658488781
t1830,1,t1830,788.3757142857239,100.11810658488781
t1831,1,t1831,788.3757142857239,100.11810658488781
t1832,1,t1832,788.3757142857239,100.11810658488781
t1833,1,t1833,788.3757142857239,100.11810658488781
t1834,1,t1834,788.3757142857239,100.11810658488781
t1835,1,t1835,788.3757142857239,100.11810658488781
t1836,1,t1836,788.3757142857239,100.11810658488781
t1837,1,t1837,788.3757142857239,100.11810658488781
t1838,1,t1838,788.3757142857239,100.11810658488781
t1839,1,t1839,788.3757142857239,100.11810658488781
t1840,1,t1840,788.3757142857239,100.11810658488781
t1841,1,t1841,788.3757142857239,100.11810658488781
t1842,1,t1842,788.3757142857239,100.11810658488781
t1843,1,t1843,788.3757142857239,100.11810658488781
t1844,1,t1844,788.3757142857239,100.11810658488781
t1845,1,t1845,788.3757142857239,100.11810658488781
t1846,1,t1846,788.3757142857239,100.11810658488781
t1847,1,t1847,788.3757142857239,100.11810658488781
t1848,1,t1848,788.3757142857239,100.11810658488781
t1849,1,t1849,788.3757142857239,100.11810658488781
t1850,1,t1850,788.3757142857239,100.11810658488781
t1851,1,t1851,788.3757142857239,100.11810658488781
t1852,1,t1852,788.3757142857239,100.11810658488781
t1853,1,t1853,788.3757142857239,100.11810658488781
t1854,1,t1854,788.3757142857239,100.11810658488781
t1855,1,t1855,788.3757142857239,100.11810658488781
t1856,1,t1856,788.3757142857239,100.11810658488781
t1857,1,t1857,788.3757142857239,100.11810658488781
t1858,1,t1858,788.3757142857239,100.11810658488781
t1859,1,t1859,788.3757142857239,100.11810658488781
t1860,1,t1860,788.3757142857239,100.11810658488781
t1861,1,t1861,788.3757142857239,100.11810658488781
t1862,1,t1862,788.3757142857239,100.11810658488781
t1863,1,t1863,788.3757142857239,100.11810658488781
t1864,1,t1864,788.3757142857239,100.11810658488781
t1865,1,t1865,788.3757142857239,100.11810658488781
t1866,1,t1866,788.3757142857239,100.11810658488781
t1867,1,t1867,788.3757142857239,100.11810658488781
t1868,1,t1868,788.3757142857239,100.11810658488781
t1869,1,t1869,788.3757142857239,100.11810658488781
t1870,1,t1870,788.3757142857239,100.11810658488781
t1871,1,t1871,788.3757142857239,100.11810658488781
t1872,1,t1872,788.3757142857239,100.11810658488781
t1873,1,t1873,788.3757142857239,100.11810658488781
t1874,1,t1874,788.3757142857239,100.11810658488781
t1875,1,t1875,788.3757142857239,100.11810658488781
t1876,1,t1876,788.3757142857239,100.11810658488781
t1877,1,t1877,788.3757142857239,100.11810658488781
t1878,1,t1878,788.3757142857239,100.11810658488781
t1879,1,t1879,788.3757142857239,100.11810658488781
t1880,1,t1880,788.3757142857239,100.11810658488781
t1881,1,t1881,788.3757142857239,100.11810658488781
t1882,1,t1882,788.3757142857239,100.11810658488781
t1883,1,t1883,788.3757142857239,100.11810658488781
t1884,1,t1884,788.3757142857239,100.11810658488781
t1885,1,t1885,788.3757142857239,100.11810658488781
t1886,1,t1886,788.3757142857239,100.11810658488781
t1887,1,t1887,788.3757142857239,100.11810658488781
t1888,1,t1888,788.3757142857239,100.11810658488781
t1889,1,t1889,788.3757142857239,100.11810658488781
t1890,1,t1890,788.3757142857239,100.11810658488781
t1891,1,t1891,788.3757142857239,100.11810658488781
t1892,1,t1892,788.3757142857239,100.11810658488781
t1893,1,t1893,788.3757142857239,100.11810658488781
t1894,1,t1894,788.3757142857239,100.11810658488781
t1895,1,t1895,788.3757142857239,100.11810658488781
t1896,1,t1896,788.3757142857239,100.11810658488781
t1897,1,t1897,788.3757142857239,100.11810658488781
t1898,1,t1898,788.3757142857239,100.11810658488781
t1899,1,t1899,788.3757142857239,100.11810658488781
t1900,1,t1900,788.3757142857239,100.11810658488781
t1901,1,t1901,788.3757142857239,100.11810658488781
t1902,1,t1902,788.3757142857239,100.11810658488781
t1903,1,t1903,788.3757142857239,100.11810658488781
t1904,1,t1904,788.3757142857239,100.11810658488781
t1905,1,t1905,788.3757142857239,100.11810658488781
t1906,1,t1906,788.3757142857239,100.11810658488781
t1907,1,t1907,788.3757142857239,100.11810658488781
t1908,1,t1908,788.3757142857239,100.11810658488781
t1909,1,t1909,788.3757142857239,100.11810658488781
t1910,1,t1910,788.3757142857239,100.11810658488781
t1911,1,t1911,788.3757142857239,100.11810658488781
t1912,1,t1912,788.3757142857239,100.11810658488781
t1913,1,t1913,788.3757142857239,100.11810658488781
t1914,1,t1914,788.3757142857239,100.11810658488781
t1915,1,t1915,788.3757142857239,100.11810658488781
t1916,1,t1916,788.3757142857239,100.11810658488781
t1917,1,t1917,788.3757142857239,100.11810658488781
t1918,1,t1918,788.3757142857239,100.11810658488781
t1919,1,t1919,788.3757142857239,100.11810658488781
t1920,1,t1920,788.3757142857239,100.11810658488781
t1921,1,t1921,788.3757142857239,100.11810658488781
t1922,1,t1922,788.3757142857239,100.11810658488781
t1923,1,t1923,788.3757142857239,100.11810658488781
t1924,1,t1924,788.3757142857239,100.11810658488781
t1925,1,t1925,788.3757142857239,100.11810658488781
t1926,1,t1926,788.3757142857239,100.11810658488781
t1927,1,t1927,788.3757142857239,100.11810658488781
t1928,1,t1928,788.3757142857239,100.11810658488781
t1929,1,t1929,788.3757142857239,100.11810658488781
t1930,1,t1930,788.3757142857239,100.11810658488781
t1931,1,t1931,788.3757142857239,100.11810658488781
t1932,1,t1932,788.3757142857239,100.11810658488781
t1933,1,t1933,788.3757142857239,100.11810658488781
t1934,1,t1934,788.3757142857239,100.11810658488781
t1935,1,t1935,788.3757142857239,100.11810658488781
t1936,1,t1936,788.3757142857239,100.11810658488781
t1937,1,t1937,788.3757142857239,100.11810658488781
t1938,1,t1938,788.3757142857239,100.11810658488781
t1939,1,t1939,788.3757142857239,100.11810658488781
t1940,1,t1940,788.3757142857239,100.11810658488781
t1941,1,t1941,788.3757142857239,100.11810658488781
t1942,1,t1942,788.3757142857239,100.11810658488781
t1943,1,t1943,788.3757142857239,100.11810658488781
t1944,1,t1944,788.3757142857239,100.11810658488781
t1945,1,t1945,788.3757142857239,100.11810658488781
t1946,1,t1946,788.3757142857239,100.11810658488781
t1947,1,t1947,788.3757142857239,100.11810658488781
t1948,1,t1948,788.3757142857239,100.11810658488781
t1949,1,t1949,788.3757142857239,100.11810658488781
t1950,1,t1950,788.3757142857239,100.11810658488781
t1951,1,t1951,788.3757142857239,100.11810658488781
t1952,1,t1952,788.3757142857239,100.11810658488781
t1953,1,t1953,788.3757142857239,100.11810658488781
t1954,1,t1954,788.3757142857239,100.11810658488781
t1955,1,t1955,788.3757142857239,100.11810658488781
t1956,1,t1956,788.3757142857239,100.11810658488781
t1957,1,t1957,788.3757142857239,100.11810658488781
t1958,1,t1958,788.3757142857239,100.11810658488781
t1959,1,t1959,788.3757142857239,100.11810658488781
t1960,1,t1960,788.3757142857239,100.11810658488781
t1961,1,t1961,788.3757142857239,100.11810658488781
t1962,1,t1962,788.3757142857239,100.11810658488781
t1963,1,t1963,788.3757142857239,100.11810658488781
t1964,1,t1964,788.3757142857239,100.11810658488781
t1965,1,t1965,788.3757142857239,100.11810658488781
t1966,1,t1966,788.3757142857239,100.11810658488781
t1967,1,t1967,788.3757142857239,100.11810658488781
t1968,1,t1968,788.3757142857239,100.11810658488781
t1969,1,t1969,788.3757142857239,100.11810658488781
t1970,1,t1970,788.3757142857239,100.11810658488781
t1971,1,t1971,788.3757142857239,100.11810658488781
t1972,1,t1972,788.3757142857239,100.11810658488781
t1973,1,t1973,788.3757142857239,100.11810658488781
t1974,1,t1974,788.3757142857239,100.11810658488781
t1975,1,t1975,788.3757142857239,100.11810658488781
t1976,1,t1976,788.3757142857239,100.11810658488781
t1977,1,t1977,788.3757142857239,100.11810658488781
t1978,1,t1978,788.3757142857239,100.11810658488781
t1979,1,t1979,788.3757142857239,100.11810658488781
t1980,1,t1980,788.3757142857239,100.11810658488781
t1981,1,t1981,788.3757142857239,100.11810658488781
t1982,1,t1982,788.3757142857239,100.11810658488781
t1983,1,t1983,788.3757142857239,100.11810658488781
t1984,1,t1984,788.3757142857239,100.11810658488781
t1985,1,t1985,788.3757142857239,100.11810658488781
t1986,1,t1986,788.3757142857239,100.11810658488781
t1987,1,t1987,788.3757142857239,100.11810658488781
t1988,1,t1988,788.3757142857239,100.11810658488781
t1989,1,t1989,788.3757142857239,100.11810658488781
t1990,1,t1990,788.3757142857239,100.11810658488781
t1991,1,t1991,788.3757142857239,100.11810658488781
t1992,1,t1992,788.3757142857239,100.11810658488781
t1993,1,t1993,788.3757142857239,100.11810658488781
t1994,1,t1994,788.3757142857239,100.11810658488781
t1995,1,t1995,788.3757142857239,100.11810658488781
t1996,1,t1996,788.3757142857239,100.11810658488781
t1997,1,t1997,788.3757142857239,100.11810658488781
t1998,1,t1998,788.3757142857239,100.11810658488781
t1999,1,t1999,788.3757142857239,100.11810658488781
t2000,1,t2000,788.3757142857239,100.11810658488781
t2001,1,t2001,788.3757142857239,100.11810658488781
t2002,1,t2002,788.3757142857239,100.11810658488781
t2003,1,t2003,788.3757142857239,100.11810658488781
t2004,1,t2004,788.3757142857239,100.11810658488781
t2005,1,t2005,788.3757142857239,100.11810658488781
t2006,1,t2006,788.3757142857239,100.11810658488781
t2007,1,t2007,788.3757142857239,100.11810658488781
t2008,1,t2008,788.3757142857239,100.11810658488781
t2009,1,t2009,788.3757142857239,100.11810658488781
t2010,1,t2010,788.3757142857239,100.11810658488781
t2011,1,t2011,788.3757142857239,100.11810658488781
t2012,1,t2012,788.3757142857239,100.11810658488781
t2013,1,t2013,788.3757142857239,100.11810658488781
t2014,1,t2014,788.3757142857239,100.11810658488781
t2015,1,t2015,788.3757142857239,100.11810658488781
t2016,1,t2016,788.3757142857239,100.11810658488781
t2017,1,t2017,788.3757142857239,100.11810658488781
t2018,1,t2018,788.3757142857239,100.11810658488781
t2019,1,t2019,788.3757142857239,100.11810658488781
t2020,1,t2020,788.3757142857239,100.11810658488781
t2021,1,t2021,788.3757142857239,100.11810658488781
t2022,1,t2022,788.3757142857239,100.11810658488781
t2023,1,t2023,788.3757142857239,100.11810658488781
t2024,1,t2024,788.3757142857239,100.11810658488781
t2025,1,t2025,788.3757142857239,100.11810658488781
t2026,1,t2026,788.3757142857239,100.11810658488781
t2027,1,t2027,788.3757142857239,100.11810658488781
t2028,1,t2028,788.3757142857239,100.11810658488781
t2029,1,t2029,788.3757142857239,100.11810658488781
t2030,1,t2030,788.3757142857239,100.11810658488781
t2031,1,t2031,788.3757142857239,100.11810658488781
t2032,1,t2032,788.3757142857239,100.11810658488781
t2033,1,t2033,788.3757142857239,100.11810658488781
t2034,1,t2034,788.3757142857239,100.11810658488781
t2035,1,t2035,788.3757142857239,100.11810658488781
t2036,1,t2036,788.3757142857239,100.11810658488781
t2037,1,t2037,788.3757142857239,100.11810658488781
t2038,1,t2038,788.3757142857239,100.11810658488781
t2039,1,t2039,788.3757142857239,100.11810658488781
t2040,1,t2040,788.3757142857239,100.11810658488781
t2041,1,t2041,788.3757142857239,100.11810658488781
t2042,1,t2042,788.3757142857239,100.11810658488781
t2043,1,t2043,788.3757142857239,100.11810658488781
t2044,1,t2044,788.3757142857239,100.11810658488781
t2045,1,t2045,788.3757142857239,100.11810658488781
t2046,1,t2046,788.3757142857239,100.11810658488781
t2047,1,t2047,788.3757142857239,100.11810658488781
t2048,1,t2048,788.3757142857239,100.11810658488781
t2049,1,t2049,788.3757142857239,100.11810658488781
t2050,1,t2050,788.3757142857239,100.11810658488781
t2051,1,t2051,788.3757142857239,100.11810658488781
t2052,1,t2052,788.3757142857239,100.11810658488781
t2053,1,t2053,788.3757142857239,100.11810658488781
t2054,1,t2054,788.3757142857239,100.11810658488781
t2055,1,t2055,788.3757142857239,100.11810658488781
t2056,1,t2056,788.3757142857239,100.11810658488781
t2057,1,t2057,788.3757142857239,100.11810658488781
t2058,1,t2058,788.3757142857239,100.11810658488781
t2059,1,t2059,788.3757142857239,100.11810658488781
t2060,1,t2060,788.3757142857239,100.11810658488781
t2061,1,t2061,788.3757142857239,100.11810658488781
t2062,1,t2062,788.3757142857239,100.11810658488781
t2063,1,t2063,788.3757142857239,100.11810658488781
t2064,1,t2064,788.3757142857239,100.11810658488781
t2065,1,t2065,788.3757142857239,100.11810658488781
t2066,1,t2066,788.3757142857239,100.11810658488781
t2067,1,t2067,788.3757142857239,100.11810658488781
t2068,1,t2068,788.3757142857239,100.11810658488781
t2069,1,t2069,788.3757142857239,100.11810658488781
t2070,1,t2070,788.3757142857239,100.11810658488781
t2071,1,t2071,788.3757142857239,100.11810658488781
t2072,1,t2072,788.3757142857239,100.11810658488781
t2073,1,t2073,788.3757142857239,100.11810658488781
t2074,1,t2074,788.3757142857239,100.11810658488781
t2075,1,t2075,788.3757142857239,100.11810658488781
t2076,1,t2076,788.3757142857239,100.11810658488781
t2077,1,t2077,788.3757142857239,100.11810658488781
t2078,1,t2078,788.3757142857239,100.11810658488781
t2079,1,t2079,788.3757142857239,100.11810658488781
t2080,1,t2080,788.3757142857239,100.11810658488781
t2081,1,t2081,788.3757142857239,100.11810658488781
t2082,1,t2082,788.3757142857239,100.11810658488781
t2083,1,t2083,788.3757142857239,100.11810658488781
t2084,1,t2084,788.3757142857239,100.11810658488781
t2085,1,t2085,788.3757142857239,100.11810658488781
t2086,1,t2086,788.3757142857239,100.11810658488781
t2087,1,t2087,788.3757142857239,100.11810658488781
t2088,1,t2088,788.3757142857239,100.11810658488781
t2089,1,t2089,788.3757142857239,100.11810658488781
t2090,1,t2090,788.3757142857239,100.11810658488781
t2091,1,t2091,788.3757142857239,100.11810658488781
t2092,1,t2092,788.3757142857239,100.11810658488781
t2093,1,t2093,788.3757142857239,100.11810658488781
t2094,1,t2094,788.3757142857239,100.11810658488781
t2095,1,t2095,788.3757142857239,100.11810658488781
t2096,1,t2096,788.3757142857239,100.11810658488781
t2097,1,t2097,788.3757142857239,100.11810658488781
t2098,1,t2098,788.3757142857239,100.11810658488781
t2099,1,t2099,788.3757142857239,100.11810658488781
t2100,1,t2100,788.3757142857239,100.11810658488781
t2101,1,t2101,788.3757142857239,100.11810658488781
t2102,1,t2102,788.3757142857239,100.11810658488781
t2103,1,t2103,788.3757142857239,100.11810658488781
t2104,1,t2104,788.3757142857239,100.11810658488781
t2105,1,t2105,788.3757142857239,100.11810658488781
t2106,1,t2106,788.3757142857239,100.11810658488781
t2107,1,t2107,788.3757142857239,100.11810658488781
t2108,1,t2108,788.3757142857239,100.11810658488781
t2109,1,t2109,788.3757142857239,100.11810658488781
t2110,1,t2110,788.3757142857239,100.11810658488781
t2111,1,t2111,788.3757142857239,100.11810658488781
t2112,1,t2112,788.3757142857239,100.11810658488781
t2113,1,t2113,788.3757142857239,100.11810658488781
t2114,1,t2114,788.3757142857239,100.11810658488781
t2115,1,t2115,788.3757142857239,100.11810658488781
t2116,1,t2116,788.3757142857239,100.11810658488781
t2117,1,t2117,788.3757142857239,100.11810658488781
t2118,1,t2118,788.3757142857239,100.11810658488781
t2119,1,t2119,788.3757142857239,100.11810658488781
t2120,1,t2120,788.3757142857239,100.11810658488781
t2121,1,t2121,788.3757142857239,100.11810658488781
t2122,1,t2122,788.3757142857239,100.11810658488781
t2123,1,t2123,788.3757142857239,100.11810658488781
t2124,1,t2124,788.3757142857239,100.11810658488781
t2125,1,t2125,788.3757142857239,100.11810658488781
t2126,1,t2126,788.3757142857239,100.11810658488781
t2127,1,t2127,788.3757142857239,100.11810658488781
t2128,1,t2128,788.3757142857239,100.11810658488781
t2129,1,t2129,788.3757142857239,100.11810658488781
t2130,1,t2130,788.3757142857239,100.11810658488781
t2131,1,t2131,788.3757142857239,100.11810658488781
t2132,1,t2132,788.3757142857239,100.11810658488781
t2133,1,t2133,788.3757142857239,100.11810658488781
t2134,1,t2134,788.3757142857239,100.11810658488781
t2135,1,t2135,788.3757142857239,100.11810658488781
t2136,1,t2136,788.3757142857239,100.11810658488781
t2137,1,t2137,788.3757142857239,100.11810658488781
t2138,1,t2138,788.3757142857239,100.11810658488781
t2139,1,t2139,788.3757142857239,100.11810658488781
t2140,1,t2140,788.3757142857239,100.11810658488781
t2141,1,t2141,788.3757142857239,100.11810658488781
t2142,1,t2142,788.3757142857239,100.11810658488781
t2143,1,t2143,788.3757142857239,100.11810658488781
t2144,1,t2144,788.3757142857239,100.11810658488781
t2145,1,t2145,788.3757142857239,100.11810658488781
t2146,1,t2146,788.3757142857239,100.11810658488781
t2147,1,t2147,788.3757142857239,100.11810658488781
t2148,1,t2148,788.3757142857239,100.11810658488781
t2149,1,t2149,788.3757142857239,100.11810658488781
t2150,1,t2150,788.3757142857239,100.11810658488781
t2151,1,t2151,788.3757142857239,100.11810658488781
t2152,1,t2152,788.3757142857239,100.11810658488781
t2153,1,t2153,788.3757142857239,100.11810658488781
t2154,1,t2154,788.3757142857239,100.11810658488781
t2155,1,t2155,788.3757142857239,100.11810658488781
t2156,1,t2156,788.3757142857239,100.11810658488781
t2157,1,t2157,788.3757142857239,100.11810658488781
t2158,1,t2158,788.3757142857239,100.11810658488781
t2159,1,t2159,788.3757142857239,100.11810658488781
t2160,1,t2160,788.3757142857239,100.11810658488781
t2161,1,t2161,788.3757142857239,100.11810658488781
t2162,1,t2162,788.3757142857239,100.11810658488781
t2163,1,t2163,788.3757142857239,100.11810658488781
t2164,1,t2164,788.3757142857239,100.11810658488781
t2165,1,t2165,788.3757142857239,100.11810658488781
t2166,1,t2166,788.3757142857239,100.11810658488781
t2167,1,t2167,788.3757142857239,100.11810658488781
t2168,1,t2168,788.3757142857239,100.11810658488781
t2169,1,t2169,788.3757142857239,100.11810658488781
t2170,1,t2170,788.3757142857239,100.11810658488781
t2171,1,t2171,788.3757142857239,100.11810658488781
t2172,1,t2172,788.3757142857239,100.11810658488781
t2173,1,t2173,788.3757142857239,100.11810658488781
t2174,1,t2174,788.3757142857239,100.11810658488781
t2175,1,t2175,788.3757142857239,100.11810658488781
t2176,1,t2176,788.3757142857239,100.11810658488781
t2177,1,t2177,788.3757142857239,100.11810658488781
t2178,1,t2178,788.3757142857239,100.11810658488781
t2179,1,t2179,788.3757142857239,100.11810658488781
t2180,1,t2180,788.3757142857239,100.11810658488781
t2181,1,t2181,788.3757142857239,100.11810658488781
t2182,1,t2182,788.3757142857239,100.11810658488781
t2183,1,t2183,788.3757142857239,100.11810658488781
t2184,1,t2184,788.3757142857239,100.11810658488781
t2185,1,t2185,788.3757142857239,100.11810658488781
t2186,1,t2186,788.3757142857239,100.11810658488781
t2187,1,t2187,788.3757142857239,100.11810658488781
t2188,1,t2188,788.3757142857239,100.11810658488781
t2189,1,t2189,788.3757142857239,100.11810658488781
t2190,1,t2190,788.3757142857239,100.11810658488781
t2191,1,t2191,788.3757142857239,100.11810658488781
t2192,1,t2192,788.3757142857239,100.11810658488781
t2193,1,t2193,788.3757142857239,100.11810658488781
t2194,1,t2194,788.3757142857239,100.11810658488781
t2195,1,t2195,788.3757142857239,100.11810658488781
t2196,1,t2196,788.3757142857239,100.11810658488781
t2197,1,t2197,788.3757142857239,100.11810658488781
t2198,1,t2198,788.3757142857239,100.11810658488781
t2199,1,t2199,788.3757142857239,100.11810658488781
t2200,1,t2200,788.3757142857239,100.11810658488781
t2201,1,t2201,788.3757142857239,100.11810658488781
t2202,1,t2202,788.3757142857239,100.11810658488781
t2203,1,t2203,788.3757142857239,100.11810658488781
t2204,1,t2204,788.3757142857239,100.11810658488781
t2205,1,t2205,788.3757142857239,100.11810658488781
t2206,1,t2206,788.3757142857239,100.11810658488781
t2207,1,t2207,788.3757142857239,100.11810658488781
t2208,1,t2208,788.3757142857239,100.11810658488781
t2209,1,t2209,788.3757142857239,100.11810658488781
t2210,1,t2210,788.3757142857239,100.11810658488781
t2211,1,t2211,788.3757142857239,100.11810658488781
t2212,1,t2212,788.3757142857239,100.11810658488781
t2213,1,t2213,788.3757142857239,100.11810658488781
t2214,1,t2214,788.3757142857239,100.11810658488781
t2215,1,t2215,788.3757142857239,100.11810658488781
t2216,1,t2216,788.3757142857239,100.11810658488781
t2217,1,t2217,788.3757142857239,100.11810658488781
t2218,1,t2218,788.3757142857239,100.11810658488781
t2219,1,t2219,788.3757142857239,100.11810658488781
t2220,1,t2220,788.3757142857239,100.11810658488781
t2221,1,t2221,788.3757142857239,100.11810658488781
t2222,1,t2222,788.3757142857239,100.11810658488781
t2223,1,t2223,788.3757142857239,100.11810658488781
t2224,1,t2224,788.3757142857239,100.11810658488781
t2225,1,t2225,788.3757142857239,100.11810658488781
t2226,1,t2226,788.3757142857239,100.11810658488781
t2227,1,t2227,788.3757142857239,100.11810658488781
t2228,1,t2228,788.3757142857239,100.11810658488781
t2229,1,t2229,788.3757142857239,100.11810658488781
t2230,1,t2230,788.3757142857239,100.11810658488781
t2231,1,t2231,788.3757142857239,100.11810658488781
t2232,1,t2232,788.3757142857239,100.11810658488781
t2233,1,t2233,788.3757142857239,100.11810658488781
t2234,1,t2234,788.3757142857239,100.11810658488781
t2235,1,t2235,788.3757142857239,100.11810658488781
t2236,1,t2236,788.3757142857239,100.11810658488781
t2237,1,t2237,788.3757142857239,100.11810658488781
t2238,1,t2238,788.3757142857239,100.11810658488781
t2239,1,t2239,788.3757142857239,100.11810658488781
t2240,1,t2240,788.3757142857239,100.11810658488781
t2241,1,t2241,788.3757142857239,100.11810658488781
t2242,1,t2242,788.3757142857239,100.11810658488781
t2243,1,t2243,788.3757142857239,100.11810658488781
t2244,1,t2244,788.3757142857239,100.11810658488781
t2245,1,t2245,788.3757142857239,100.11810658488781
t2246,1,t2246,788.3757142857239,100.11810658488781
t2247,1,t2247,788.3757142857239,100.11810658488781
t2248,1,t2248,788.3757142857239,100.11810658488781
t2249,1,t2249,788.3757142857239,100.11810658488781
t2250,1,t2250,788.3757142857239,100.11810658488781
t2251,1,t2251,788.3757142857239,100.11810658488781
t2252,1,t2252,788.3757142857239,100.11810658488781
t2253,1,t2253,788.3757142857239,100.11810658488781
t2254,1,t2254,788.3757142857239,100.11810658488781
t2255,1,t2255,788.3757142857239,100.11810658488781
t2256,1,t2256,788.3757142857239,100.11810658488781
t2257,1,t2257,788.3757142857239,100.11810658488781
t2258,1,t2258,788.3757142857239,100.11810658488781
t2259,1,t2259,788.3757142857239,100.11810658488781
t2260,1,t2260,788.3757142857239,100.11810658488781
t2261,1,t2261,788.3757142857239,100.11810658488781
t2262,1,t2262,788.3757142857239,100.11810658488781
t2263,1,t2263,788.3757142857239,100.11810658488781
t2264,1,t2264,788.3757142857239,100.11810658488781
t2265,1,t2265,788.3757142857239,100.11810658488781
t2266,1,t2266,788.3757142857239,100.11810658488781
t2267,1,t2267,788.3757142857239,100.11810658488781
t2268,1,t2268,788.3757142857239,100.11810658488781
t2269,1,t2269,788.3757142857239,100.11810658488781
t2270,1,t2270,788.3757142857239,100.11810658488781
t2271,1,t2271,788.3757142857239,100.11810658488781
t2272,1,t2272,788.3757142857239,100.11810658488781
t2273,1,t2273,788.3757142857239,100.11810658488781
t2274,1,t2274,788.3757142857239,100.11810658488781
t2275,1,t2275,788.3757142857239,100.11810658488781
t2276,1,t2276,788.3757142857239,100.11810658488781
t2277,1,t2277,788.3757142857239,100.11810658488781
t2278,1,t2278,788.3757142857239,100.11810658488781
t2279,1,t2279,788.3757142857239,100.11810658488781
t2280,1,t2280,788.3757142857239,100.11810658488781
t2281,1,t2281,788.3757142857239,100.11810658488781
t2282,1,t2282,788.3757142857239,100.11810658488781
t2283,1,t2283,788.3757142857239,100.11810658488781
t2284,1,t2284,788.3757142857239,100.11810658488781
t2285,1,t2285,788.3757142857239,100.11810658488781
t2286,1,t2286,788.3757142857239,100.11810658488781
t2287,1,t2287,788.3757142857239,100.11810658488781
t2288,1,t2288,788.3757142857239,100.11810658488781
t2289,1,t2289,788.3757142857239,100.11810658488781
t2290,1,t2290,788.3757142857239,100.11810658488781
t2291,1,t2291,788.3757142857239,100.11810658488781
t2292,1,t2292,788.3757142857239,100.11810658488781
t2293,1,t2293,788.3757142857239,100.11810658488781
t2294,1,t2294,788.3757142857239,100.11810658488781
t2295,1,t2295,788.3757142857239,100.11810658488781
t2296,1,t2296,788.3757142857239,100.11810658488781
t2297,1,t2297,788.3757142857239,100.11810658488781
t2298,1,t2298,788.3757142857239,100.11810658488781
t2299,1,t2299,788.3757142857239,100.11810658488781
t2300,1,t2300,788.3757142857239,100.11810658488781
t2301,1,t2301,788.3757142857239,100.11810658488781
t2302,1,t2302,788.3757142857239,100.11810658488781
t2303,1,t2303,788.3757142857239,100.11810658488781
t2304,1,t2304,788.3757142857239,100.11810658488781
t2305,1,t2305,788.3757142857239,100.11810658488781
t2306,1,t2306,788.3757142857239,100.11810658488781
t2307,1,t2307,788.3757142857239,100.11810658488781
t2308,1,t2308,788.3757142857239,100.11810658488781
t2309,1,t2309,788.3757142857239,100.11810658488781
t2310,1,t2310,788.3757142857239,100.11810658488781
t2311,1,t2311,788.3757142857239,100.11810658488781
t2312,1,t2312,788.3757142857239,100.11810658488781
t2313,1,t2313,788.3757142857239,100.11810658488781
t2314,1,t2314,788.3757142857239,100.11810658488781
t2315,1,t2315,788.3757142857239,100.11810658488781
t2316,1,t2316,788.3757142857239,100.11810658488781
t2317,1,t2317,788.3757142857239,100.11810658488781
t2318,1,t2318,788.3757142857239,100.11810658488781
t2319,1,t2319,788.3757142857239,100.11810658488781
t2320,1,t2320,788.3757142857239,100.11810658488781
t2321,1,t2321,788.3757142857239,100.11810658488781
t2322,1,t2322,788.3757142857239,100.11810658488781
t2323,1,t2323,788.3757142857239,100.11810658488781
t2324,1,t2324,788.3757142857239,100.11810658488781
t2325,1,t2325,788.3757142857239,100.11810658488781
t2326,1,t2326,788.3757142857239,100.11810658488781
t2327,1,t2327,788.3757142857239,100.11810658488781
t2328,1,t2328,788.3757142857239,100.11810658488781
t2329,1,t2329,788.3757142857239,100.11810658488781
t2330,1,t2330,788.3757142857239,100.11810658488781
t2331,1,t2331,788.3757142857239,100.11810658488781
t2332,1,t2332,788.3757142857239,100.11810658488781
t2333,1,t2333,788.3757142857239,100.11810658488781
t2334,1,t2334,788.3757142857239,100.11810658488781
t2335,1,t2335,788.3757142857239,100.11810658488781
t2336,1,t2336,788.3757142857239,100.11810658488781
t2337,1,t2337,788.3757142857239,100.11810658488781
t2338,1,t2338,788.3757142857239,100.11810658488781
t2339,1,t2339,788.3757142857239,100.11810658488781
t2340,1,t2340,788.3757142857239,100.11810658488781
t2341,1,t2341,788.3757142857239,100.11810658488781
t2342,1,t2342,788.3757142857239,100.11810658488781
t2343,1,t2343,788.3757142857239,100.11810658488781
t2344,1,t2344,788.3757142857239,100.11810658488781
t2345,1,t2345,788.3757142857239,100.11810658488781
t2346,1,t2346,788.3757142857239,100.11810658488781
t2347,1,t2347,788.3757142857239,100.11810658488781
t2348,1,t2348,788.3757142857239,100.11810658488781
t2349,1,t2349,788.3757142857239,100.11810658488781
t2350,1,t2350,788.3757142857239,100.11810658488781
t2351,1,t2351,788.3757142857239,100.11810658488781
t2352,1,t2352,788.3757142857239,100.11810658488781
t2353,1,t2353,788.3757142857239,100.11810658488781
t2354,1,t2354,788.3757142857239,100.11810658488781
t2355,1,t2355,788.3757142857239,100.11810658488781
t2356,1,t2356,788.3757142857239,100.11810658488781
t2357,1,t2357,788.3757142857239,100.11810658488781
t2358,1,t2358,788.3757142857239,100.11810658488781
t2359,1,t2359,788.3757142857239,100.11810658488781
