road_link_id,name,from_node_id,to_node_id,link_geom_id,dir_flag,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,facility_type,grade,from_node,to_node,length,LinkType,Desc
100010 100025,Pierce,100010,100025,995,1,1228,28,1,,,,,Arterial,,100010,100025,258,5,Arterial
100010 100290,Pierce,100010,100290,996,1,1800,28,1,,,,,Arterial,,100010,100290,258,5,Arterial
100011 135,,100011,135,332,-1,1800,25,1,,,,,HOT,,100011,135,256,6,HOT
100011 187,,100011,187,465,-1,1800,25,1,,,,,HOT,,100011,187,246,6,HOT
100011 100012,High,100011,100012,997,1,1330,28,2,,,,,Highway,,100011,100012,220,7,Highway
100012 100024,West,100012,100024,999,1,1330,31,2,,,,,Highway,,100012,100024,246,7,Highway
100024 135,,100024,135,333,-1,1800,25,1,,,,,HOT,,100024,135,250,6,HOT
100024 100028,West,100024,100028,1016,1,1330,27,2,,,,,Arterial,,100024,100028,265,5,Arterial
100025 135,,100025,135,334,-1,1800,25,1,,,,,HOT,,100025,135,187,6,HOT
100025 100010,Pierce,100025,100010,995,-1,1228,28,1,,,,,Arterial,,100025,100010,258,5,Arterial
100025 100026,Pierce,100025,100026,1017,1,1330,28,1,,,,,Arterial,,100025,100026,260,5,Arterial
100026 100025,Pierce,100026,100025,1017,-1,1228,28,1,,,,,Arterial,,100026,100025,260,5,Arterial
100026 100027,Market,100026,100027,1018,1,1461,27,2,,,,,Highway,,100026,100027,224,7,Highway
100026 100039,Pierce,100026,100039,1019,1,1228,28,1,,,,,Arterial,,100026,100039,236,5,Arterial
100026 100249,Market,100026,100249,1020,1,1228,29,2,,,,,Highway,,100026,100249,278,7,Highway
100027 109,,100027,109,257,-1,1800,25,1,,,,,HOT,,100027,109,228,6,HOT
100027 135,,100027,135,335,-1,1800,25,1,,,,,HOT,,100027,135,264,6,HOT
100027 100026,Market,100027,100026,1018,-1,1330,27,2,,,,,Highway,,100027,100026,224,7,Highway
100027 100028,Market,100027,100028,1021,1,1330,27,2,,,,,Highway,,100027,100028,213,7,Highway
100028 100027,Market,100028,100027,1021,-1,1330,27,2,,,,,Highway,,100028,100027,213,7,Highway
100028 100038,West,100028,100038,1023,1,1800,31,2,,,,,Highway,,100028,100038,244,7,Highway
100038 109,,100038,109,258,-1,1800,25,1,,,,,HOT,,100038,109,230,6,HOT
100038 100042,West,100038,100042,1037,1,1330,27,2,,,,,Arterial,,100038,100042,244,5,Arterial
100039 109,,100039,109,259,-1,1800,25,1,,,,,HOT,,100039,109,212,6,HOT
100039 100026,Pierce,100039,100026,1019,-1,1228,28,1,,,,,Arterial,,100039,100026,236,5,Arterial
100039 100040,Pierce,100039,100040,1038,1,1330,28,1,,,,,Arterial,,100039,100040,248,5,Arterial
100040 100039,Pierce,100040,100039,1038,-1,1228,28,1,,,,,Arterial,,100040,100039,248,5,Arterial
100040 100248,Spring,100040,100248,1039,1,1676,26,2,,,,,Arterial,,100040,100248,286,5,Arterial
100040 100280,Pierce,100040,100280,1040,1,1228,28,1,,,,,Arterial,,100040,100280,218,5,Arterial
100041 109,,100041,109,260,-1,1800,25,1,,,,,HOT,,100041,109,257,6,HOT
100041 180,,100041,180,439,-1,1800,25,1,,,,,HOT,,100041,180,247,6,HOT
100041 100040,Spring,100041,100040,1041,1,1228,26,2,,,,,Arterial,,100041,100040,189,5,Arterial
100042 100041,Spring,100042,100041,1042,1,1330,26,2,,,,,Arterial,,100042,100041,244,5,Arterial
100042 100281,West,100042,100281,1043,1,1228,31,2,,,,,Highway,,100042,100281,204,7,Highway
100052 100064,Pierce,100052,100064,1057,1,1800,28,1,,,,,Arterial,,100052,100064,377,5,Arterial
100052 100276,Elm,100052,100276,1058,1,1800,31,2,,,,,Highway,,100052,100276,204,7,Highway
100052 100280,Pierce,100052,100280,1059,1,1228,28,1,,,,,Arterial,,100052,100280,297,5,Arterial
100053 100251,West,100053,100251,1061,1,1734,28,2,,,,,Arterial,,100053,100251,454,5,Arterial
100064 110,,100064,110,261,-1,1800,25,1,,,,,HOT,,100064,110,521,6,HOT
100064 100052,Pierce,100064,100052,1057,-1,1330,28,1,,,,,Arterial,,100064,100052,377,5,Arterial
100064 100250,Pierce,100064,100250,1077,1,1421,28,1,,,,,Arterial,,100064,100250,249,5,Arterial
100065 100066,Eureka,100065,100066,1078,1,1734,27,1,,,,,Arterial,,100065,100066,500,5,Arterial
100065 100250,Pierce,100065,100250,1079,1,1228,28,1,,,,,Arterial,,100065,100250,464,5,Arterial
100066 100065,Eureka,100066,100065,1078,-1,1734,27,1,,,,,Arterial,,100066,100065,500,5,Arterial
100163 181,,100163,181,443,-1,1800,25,1,,,,,HOT,,100163,181,394,6,HOT
100163 101881,Brice,100163,101881,1256,1,1734,27,1,,,,,Highway,,100163,101881,128,7,Highway
100165 184,,100165,184,453,-1,1800,25,1,,,,,HOT,,100165,184,389,6,HOT
100165 101870,High,100165,101870,1259,1,1497,28,1,,,,,Arterial,,100165,101870,114,5,Arterial
100178 111,,100178,111,265,-1,1800,25,1,,,,,HOT,,100178,111,841,6,HOT
100178 101841,Metcalf,100178,101841,1288,1,1734,27,1,,,,,Highway,,100178,101841,802,7,Highway
100178 101842,Metcalf,100178,101842,1289,1,1800,29,1,,,,,Highway,,100178,101842,63,7,Highway
100179 111,,100179,111,266,-1,1800,25,1,,,,,HOT,,100179,111,769,6,HOT
100179 101834,North Shore,100179,101834,1290,1,1676,26,1,,,,,Arterial,,100179,101834,748,5,Arterial
100179 101841,North Shore,100179,101841,1291,1,1734,24,1,,,,,Arterial,,100179,101841,849,5,Arterial
100192 110,,100192,110,262,-1,1800,25,1,,,,,HOT,,100192,110,549,6,HOT
100192 100250,North Shore,100192,100250,1301,1,1734,23,1,,,,,Arterial,,100192,100250,369,5,Arterial
100192 101841,North Shore,100192,101841,1302,1,1676,24,1,,,,,Arterial,,100192,101841,905,5,Arterial
100248 100273,Spring,100248,100273,1356,1,1800,31,2,,,,,Arterial,,100248,100273,420,5,Arterial
100248 100277,McDonel,100248,100277,1357,1,1330,21,1,,,,,Arterial,,100248,100277,268,5,Arterial
100248 100279,McDonel,100248,100279,1358,1,1800,21,1,,,,,Arterial,,100248,100279,212,5,Arterial
100249 100026,Market,100249,100026,1020,-1,1800,27,2,,,,,Highway,,100249,100026,278,7,Highway
100249 100275,Market,100249,100275,1359,1,1800,24,2,,,,,Highway,,100249,100275,430,7,Highway
100249 100277,McDonel,100249,100277,1360,1,1800,21,1,,,,,Arterial,,100249,100277,221,5,Arterial
100249 100291,McDonel,100249,100291,1361,1,1228,23,1,,,,,Arterial,,100249,100291,267,5,Arterial
100250 100064,Pierce,100250,100064,1077,-1,1421,28,1,,,,,Arterial,,100250,100064,249,5,Arterial
100250 100065,Pierce,100250,100065,1079,-1,1734,28,1,,,,,Arterial,,100250,100065,464,5,Arterial
100250 100192,North Shore,100250,100192,1301,-1,1800,23,1,,,,,Arterial,,100250,100192,369,5,Arterial
100250 100251,North Shore,100250,100251,1362,1,1508,23,1,,,,,Arterial,,100250,100251,476,5,Arterial
100251 100066,West,100251,100066,1363,1,1734,27,2,,,,,Arterial,,100251,100066,448,5,Arterial
100251 100250,North Shore,100251,100250,1362,-1,1676,23,1,,,,,Arterial,,100251,100250,476,5,Arterial
